date,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
2021-11-14,4633.3374,4659.2344,4656.9473,4639.6616,4627.638,4627.608,4627.5366,4627.468,4601.2007,4577.4307,4575.87,4611.874,4594.931,4630.255,4601.412,4586.145,4580.624,4528.694,4563.279,4536.097,4553.9834,4555.4707,4588.7656,4559.5337
2021-11-15,4632.59,4667.9766,4690.994,4690.8413,4718.0015,4720.2075,4689.9595,4690.612,4677.638,4718.543,4711.3315,4739.5796,4748.4478,4749.091,4715.7446,4677.67,4637.9893,4601.1353,4592.1074,4570.501,4600.575,4559.638,4549.4434,4579.859
2021-11-16,4553.034,4429.2715,4392.927,4346.077,4295.665,4357.5977,4332.078,4344.2427,4313.7744,4323.2705,4235.258,4256.747,4293.7446,4225.8467,4291.173,4313.171,4306.9644,4324.2197,4313.0913,4263.389,4238.324,4201.528,4273.127,4273.7446
2021-11-17,4210.5713,4168.0127,4139.109,4129.4297,4121.1855,4139.2856,4157.954,4173.1978,4183.8516,4189.226,4151.903,4230.227,4255.2686,4256.5903,4219.295,4165.9316,4161.611,4210.2456,4246.4897,4263.4595,4223.6797,4238.468,4255.3745,4250.429
2021-11-18,4298.5713,4332.162,4307.9814,4315.932,4282.2695,4252.5103,4269.063,4236.18,4255.0527,4232.5225,4215.1416,4239.6416,4189.2593,4176.4854,4165.606,4131.272,4055.411,3996.9233,4062.4949,4080.2798,4064.185,4063.8665,4009.1375,3995.9575
2021-11-19,4001.0847,4098.923,4039.5896,3992.5059,4009.1296,4026.7427,4071.7236,4054.4412,4067.402,4166.434,4147.806,4159.689,4144.7573,4138.067,4217.3374,4217.08,4238.0566,4265.8633,4279.991,4279.7925,4272.688,4269.9893,4283.7646,4275.918
2021-11-20,4304.443,4315.826,4330.531,4308.1504,4282.467,4298.2954,4272.2275,4312.208,4279.0186,4309.89,4284.052,4288.5996,4298.71,4333.0913,4297.3413,4292.1,4219.7144,4245.4985,4252.883,4386.3594,4399.4785,4409.301,4430.1265,4406.7793
2021-11-21,4426.2964,4411.447,4374.965,4373.5415,4344.1846,4358.7637,4365.542,4378.3438,4346.6143,4340.5337,4366.376,4344.3228,4308.863,4324.03,4319.336,4339.624,4350.499,4417.595,4371.3164,4361.5254,4374.124,4388.3,4362.1455,4335.201
2021-11-22,4272.759,4247.1094,4203.4688,4202.795,4161.066,4154.7544,4178.2236,4187.8228,4213.938,4214.1553,4193.219,4203.115,4175.165,4175.5527,4293.3633,4241.9023,4233.682,4221.374,4214.7007,4139.2188,4078.6155,4054.4368,4080.899,4088.345
2021-11-23,4083.342,4134.6323,4127.1875,4156.4927,4156.4927,4165.5845,4142.0513,4129.7803,4102.0,4139.8726,4135.2324,4153.9634,4145.735,4157.1597,4191.1445,4290.198,4303.208,4355.251,4321.753,4330.114,4357.467,4355.762,4347.413,4358.4043
2021-11-24,4361.56,4339.032,4306.896,4237.848,4261.6045,4263.6787,4260.6064,4277.4634,4289.7964,4312.5137,4290.5317,4259.387,4304.954,4272.4883,4223.4224,4209.2573,4246.042,4251.423,4239.763,4218.0215,4205.5703,4270.735,4250.44,4254.735
2021-11-25,4280.5405,4331.9434,4310.0684,4322.743,4289.831,4281.533,4270.128,4269.605,4314.1357,4289.445,4300.391,4377.298,4395.074,4448.9106,4470.8076,4488.7803,4487.044,4498.5146,4528.455,4497.8027,4511.722,4498.86,4496.558,4518.563
2021-11-26,4512.205,4493.4893,4492.795,4463.9893,4430.7505,4405.1606,4434.307,4404.08,4326.3457,4078.64,4062.983,4046.658,3978.1367,4054.7393,4092.6106,4109.151,4057.7742,4073.9963,4076.6465,4042.2275,4067.2795,4120.894,4063.7634,4090.403
2021-11-27,4032.8782,4073.3125,4101.191,4123.595,4116.5283,4120.7124,4120.7124,4096.5903,4134.4355,4158.594,4127.6426,4132.6934,4111.751,4139.041,4133.706,4124.151,4141.903,4135.306,4134.3823,4119.4307,4119.344,4053.6492,4098.483,4096.824
2021-11-28,4074.1423,4085.376,4024.0735,4049.5596,4035.802,4040.2837,4054.058,4087.3503,4057.7458,4049.7505,4074.2908,4124.152,4113.635,4103.055,4066.0342,4071.8008,4066.309,4072.281,4050.3157,4054.504,4132.3,4147.16,4267.151,4252.7134
2021-11-29,4302.2324,4362.1523,4327.0503,4305.9624,4333.195,4355.878,4355.878,4346.414,4336.772,4319.5845,4315.448,4332.8457,4300.288,4329.0596,4341.3784,4309.2837,4338.4126,4412.4487,4432.497,4427.861,4390.2905,4428.31,4456.853,4459.673
2021-11-30,4463.1997,4490.193,4479.169,4459.5083,4451.03,4430.909,4391.4604,4421.096,4421.6963,4447.2485,4422.6284,4490.9653,4598.271,4582.271,4662.968,4698.477,4615.424,4555.233,4587.9976,4664.0107,4669.139,4662.8037,4645.329,4668.3735
2021-12-01,4627.245,4716.6333,4684.765,4750.007,4762.797,4725.629,4701.4897,4748.404,4749.4126,4693.929,4749.194,4730.808,4690.381,4665.3535,4678.4004,4761.367,4747.6694,4698.4478,4676.798,4641.255,4643.1045,4564.336,4572.7314,4575.57
2021-12-02,4562.4683,4585.666,4619.404,4565.2163,4509.037,4522.9697,4519.066,4547.531,4579.245,4597.875,4581.886,4547.5806,4519.2935,4520.0327,4535.87,4600.8745,4548.1846,4492.364,4480.183,4480.283,4478.308,4538.7,4552.0234,4529.202
2021-12-03,4536.962,4519.2124,4503.5757,4511.6284,4496.352,4545.111,4574.7646,4561.6206,4550.1313,4549.99,4589.4165,4603.4087,4622.579,4595.17,4606.46,4527.505,4458.841,4354.0645,4363.5923,4305.5454,4218.24,4215.535,4204.833,4193.6504
2021-12-04,4211.1997,4162.962,4182.647,4146.3247,4064.722,4015.157,3876.7798,3915.8147,3888.6067,3937.5554,3945.5146,3908.2903,3893.5054,3907.3684,3965.6335,4031.8105,4033.6736,4010.1616,4036.6062,4074.0134,4098.4463,4121.3203,4077.4294,4106.916
2021-12-05,4128.4316,4119.372,4105.1025,4121.83,4156.732,4156.765,4213.683,4228.742,4188.8887,4197.7046,4187.6323,4197.271,4216.095,4222.9717,4198.726,4139.774,4080.1118,4100.923,4168.804,4153.7256,4142.2134,4128.9653,4151.007,4162.003
2021-12-06,4201.655,4142.308,4149.9614,4169.467,4185.587,4182.132,4141.523,4081.3972,4078.77,4060.2136,3946.3223,3946.8657,4040.1348,4079.0193,4050.5132,4028.411,4101.1206,4171.2563,4184.87,4189.03,4215.3677,4227.7085,4351.5977,4334.577
2021-12-07,4362.977,4363.2886,4354.8984,4316.6787,4348.552,4361.9946,4338.368,4376.236,4373.702,4396.68,4390.132,4410.066,4390.093,4370.0454,4337.2847,4408.1567,4388.802,4335.563,4331.633,4309.536,4303.301,4299.092,4284.118,4263.663
2021-12-08,4315.247,4318.3716,4312.9194,4294.307,4314.229,4325.28,4350.3105,4352.4014,4377.538,4382.536,4319.109,4271.357,4277.185,4292.9414,4313.225,4434.448,4399.835,4412.948,4373.979,4414.69,4404.33,4425.1016,4423.693,4412.699
2021-12-09,4442.4976,4436.831,4408.912,4381.5093,4386.0747,4393.154,4371.9946,4360.708,4373.765,4323.096,4294.2734,4292.906,4284.908,4287.9624,4308.6665,4230.711,4183.4946,4205.888,4162.3833,4135.6597,4125.4346,4130.339,4186.9214,4169.573
2021-12-10,4116.547,4119.18,4147.115,4158.975,4128.78,4128.7188,4133.549,4071.3142,4023.4187,4082.4502,4115.975,4089.9324,4166.035,4154.5176,4192.616,4067.9949,3998.367,3973.2566,3974.4006,3973.6113,4031.2432,4052.0566,3985.4746,3947.3157
2021-12-11,3918.192,3958.8892,3970.2256,3995.3428,4033.8738,4023.9812,4022.5237,3960.8103,3990.3071,4001.6016,4021.69,4012.2646,4034.7957,4053.7292,3999.8787,4041.395,4060.4219,4064.7522,4030.0405,4022.489,4005.898,4011.7046,4029.0112,4022.9897
2021-12-12,4095.6292,4049.6702,4037.951,4054.6362,4028.541,4039.7349,4052.7437,4060.0828,4040.427,4028.9993,3997.6562,4018.9194,4031.749,4035.069,4055.1777,4028.3838,4046.1472,4046.7954,4093.9277,4164.277,4160.1055,4151.3867,4143.739,4160.1704
2021-12-13,4125.2188,4063.8945,3967.1326,3987.3232,4014.6536,3996.2693,4042.66,3999.9805,3990.63,4006.6638,3990.2507,4008.0002,4016.0103,3988.5269,3966.791,3895.476,3813.6848,3789.2559,3837.727,3802.84,3752.5972,3761.8364,3782.3474,3785.1543
2021-12-14,3768.0781,3805.926,3765.2166,3785.126,3783.4094,3760.6042,3723.8247,3732.99,3787.3716,3800.5935,3766.8113,3818.7996,3844.659,3826.6445,3805.6184,3822.4692,3771.409,3767.8289,3759.5344,3749.373,3786.4658,3841.614,3849.1638,3827.0156
2021-12-15,3873.681,3843.7107,3818.4146,3811.1475,3848.8535,3850.9382,3864.7698,3848.2354,3873.4211,3872.8594,3867.2134,3853.9417,3870.4626,3811.1355,3803.92,3765.7908,3651.3408,3720.3005,3742.2612,3784.2048,3985.486,4054.7812,4066.345,3999.0012
2021-12-16,4031.2126,4034.868,4051.3938,4027.994,4009.1938,4024.24,3984.5393,4024.8298,4024.8298,4040.9546,4045.7136,4029.2798,4054.5042,4027.7815,4057.6426,4064.5173,4082.7654,4076.496,4036.8296,4013.5747,4009.511,4020.8306,4015.2124,3994.2107
2021-12-17,3953.4453,3986.694,3964.5073,3964.5073,3981.9663,3960.7979,3949.0938,3930.503,3885.2805,3868.5688,3862.427,3841.6853,3817.5544,3819.4429,3806.197,3712.958,3844.3977,3884.6677,3871.5647,3903.3093,3878.2605,3838.8142,3903.4177,3880.788
2021-12-18,3863.694,3860.628,3783.4744,3803.2405,3868.9983,3892.245,3904.1277,3889.03,3912.985,3903.894,3939.2827,3960.406,3978.6326,3951.3906,3933.1497,3972.7756,3944.6917,3936.4453,3933.8113,3933.7983,3951.3455,3960.0178,3978.6692,3965.8452
2021-12-19,3944.4443,3933.7065,3923.676,3954.5996,3991.646,3997.5054,3984.6492,3984.6492,3968.254,3965.917,3944.1782,3909.726,3908.4211,3946.0579,3961.868,3934.1128,3946.8147,3923.6885,3909.9167,3935.5234,3917.4473,3903.0115,3940.7437,3986.2844
2021-12-20,3911.4148,3945.2705,3922.805,3916.4844,3918.0945,3932.95,3840.7473,3837.254,3814.7625,3817.0112,3785.7737,3795.0364,3794.4163,3768.2056,3771.8665,3816.1685,3793.1174,3848.8115,3823.2593,3855.1016,3882.355,3944.2424,3909.2266,3913.5884
2021-12-21,3969.7217,3930.17,3915.781,3915.1423,4017.4573,4025.417,4024.6453,4017.1804,3997.625,4035.628,4033.813,4009.2568,4036.247,4013.6772,4002.0776,3991.985,3993.8057,4003.799,3986.5767,4006.726,4012.2217,4024.0754,4024.0754,4037.05
2021-12-22,4017.0244,3997.5635,4043.2612,4047.5867,4071.5322,4041.018,4041.018,4056.8726,4033.4866,4035.2117,4032.6736,4033.059,4009.1594,3971.6218,3971.2898,3971.2898,4007.8481,4005.2815,3981.4065,3985.259,3998.7166,4013.5417,4020.962,3986.8035
2021-12-23,3972.2598,3947.5796,3956.3982,3964.584,3966.6194,3946.903,3944.2039,3965.8945,3911.1965,3908.06,3944.513,3928.3413,3950.2378,3958.8186,3938.2603,3952.4082,3959.8684,3990.6042,4051.3818,4098.214,4123.1724,4105.9883,4114.5635,4092.3967
2021-12-24,4115.1504,4122.8657,4126.485,4100.668,4100.668,4078.2036,4075.381,4096.0625,4098.4536,4111.366,4116.515,4086.8757,4077.2368,4069.5964,4106.202,4071.166,4094.8333,4078.5261,4099.8857,4126.744,4076.0842,4073.0518,4051.3665,4035.5217
2021-12-25,4031.4841,4068.212,4044.1514,4033.6118,4055.4119,4055.4412,4035.5596,4062.0642,4062.0642,4062.582,4063.8276,4051.2559,4057.6633,4078.7302,4064.5327,4064.5327,4088.6135,4067.9497,4070.0789,4068.3845,4096.0986,4106.4834,4115.7236,4084.415
2021-12-26,4083.6184,4101.1924,4078.0737,4056.5571,4018.3071,4011.3154,4036.579,4039.2075,4040.0623,4024.7656,4053.032,4054.2358,4043.3103,4049.2446,4050.502,4055.1057,4069.096,4076.6653,4081.9739,4081.9739,4084.4277,4058.52,4058.52,4078.1099
2021-12-27,4063.3645,4058.396,4076.2708,4057.42,4086.4011,4061.7366,4060.7139,4082.4805,4051.6453,4036.2085,4061.4397,4062.3845,4066.8518,4094.6548,4098.339,4101.4224,4086.98,4110.1177,4123.6875,4095.876,4079.4353,4073.9988,4059.865,4046.8857
2021-12-28,4034.4146,4007.1162,3977.8887,3956.0088,3936.6362,3920.2224,3925.993,3910.5,3902.7048,3909.124,3909.124,3911.2625,3927.885,3906.9187,3902.847,3916.1204,3897.5793,3865.1619,3803.6052,3785.1611,3816.3977,3818.2957,3805.1826,3794.847
2021-12-29,3789.229,3819.1572,3796.641,3821.4148,3806.195,3781.994,3804.9023,3786.583,3786.583,3785.7336,3799.5283,3788.9214,3775.9946,3722.3806,3769.899,3791.6445,3778.5872,3772.2153,3773.6985,3746.75,3716.8455,3734.4072,3729.846,3705.7546
2021-12-30,3637.1995,3648.1736,3645.3193,3651.2593,3664.789,3660.7795,3656.2192,3707.7214,3717.6917,3692.253,3682.1475,3701.9658,3743.4988,3725.9634,3716.3118,3724.7468,3729.4565,3736.4463,3734.9597,3763.355,3745.8665,3714.4233,3717.6187,3703.7258
2021-12-31,3718.1306,3690.4258,3713.4414,3728.8882,3733.235,3737.3208,3729.0862,3749.657,3724.5986,3791.7837,3791.274,3790.017,3792.7915,3797.7842,3779.9648,3786.8604,3774.5247,3739.8196,3700.9246,3688.4976,3639.9497,3661.4492,3696.1028,3697.59
2022-01-01,3674.1936,3732.718,3723.1904,3723.1904,3719.9895,3725.843,3724.2158,3709.6736,3723.0417,3733.3691,3730.0322,3706.9084,3711.795,3720.7456,3702.0676,3720.3167,3720.303,3718.8945,3742.3167,3739.8472,3760.8953,3751.7969,3746.5396,3765.4053
2022-01-02,3775.2043,3754.0928,3740.362,3740.362,3763.456,3715.5798,3746.1968,3750.7124,3750.7124,3761.8088,3745.929,3743.8472,3735.7146,3756.6914,3756.697,3756.9045,3789.6614,3846.6392,3812.3293,3798.865,3811.4958,3818.6626,3825.3162,3833.5894
2022-01-03,3814.3533,3822.339,3792.5793,3785.8364,3785.8364,3778.0762,3778.0762,3778.0762,3816.874,3794.2788,3814.5864,3835.836,3841.874,3841.124,3818.101,3802.8381,3781.6472,3761.7773,3747.885,3768.1855,3727.8555,3706.3284,3733.0488,3745.5952
2022-01-04,3753.4197,3736.632,3726.4263,3741.8677,3750.8464,3729.8882,3741.9692,3761.8604,3770.1948,3756.1716,3780.67,3814.5095,3836.1196,3813.713,3869.715,3869.3335,3843.7234,3862.4143,3836.2317,3767.599,3802.705,3828.0925,3828.9285,3805.6807
2022-01-05,3776.8218,3810.0837,3810.0837,3812.9102,3825.1738,3825.2104,3816.6248,3818.0764,3823.4624,3825.7407,3837.7273,3821.5254,3783.0178,3792.4832,3815.3083,3823.8215,3824.3262,3791.2305,3769.5396,3745.6692,3647.174,3606.078,3549.707,3532.6025
2022-01-06,3521.273,3525.8525,3506.5388,3501.8938,3442.461,3437.3022,3446.405,3443.4453,3439.2253,3378.5405,3300.3743,3340.845,3354.712,3361.474,3394.2214,3389.3997,3411.8918,3406.814,3436.2988,3434.4038,3435.3904,3416.8452,3433.4954,3436.695
2022-01-07,3399.8413,3379.3257,3370.7993,3353.6113,3214.4717,3225.3848,3233.0764,3158.2295,3201.335,3242.8198,3233.6843,3222.5063,3235.444,3233.6682,3142.9675,3199.2222,3144.3623,3196.8276,3199.5542,3156.6777,3198.6514,3219.6218,3207.0723,3184.1882
2022-01-08,3196.9758,3239.5408,3215.4312,3209.4897,3211.9387,3205.6887,3205.6042,3223.4832,3224.6418,3208.871,3240.0789,3209.971,3207.7952,3188.8896,3185.4282,3176.5679,3147.3557,3123.0728,3037.4978,3004.4785,3039.104,3045.0708,3089.392,3102.9993
2022-01-09,3081.8518,3127.675,3122.1497,3125.7837,3119.618,3142.1738,3142.1738,3121.2756,3118.7466,3102.696,3090.1917,3110.9778,3132.022,3126.7444,3109.9753,3093.396,3105.1052,3160.3044,3173.1267,3178.4993,3206.2644,3190.5208,3185.5325,3168.4263
2022-01-10,3160.5693,3132.403,3153.8396,3158.5803,3161.1792,3177.474,3155.493,3153.7039,3150.2227,3135.3389,3159.6128,3136.3213,3088.972,3034.858,3011.1006,3005.922,3008.4883,3080.121,3008.7854,3039.457,3041.693,3087.968,3072.1948,3075.226
2022-01-11,3065.4595,3055.6565,3090.3674,3090.3674,3105.704,3103.9631,3099.2244,3117.888,3137.4353,3103.45,3112.0813,3110.4402,3121.2373,3116.4434,3130.9373,3123.2444,3148.6677,3234.7104,3238.3738,3223.7527,3246.7932,3246.7932,3227.982,3247.0251
2022-01-12,3253.17,3226.8389,3224.7668,3235.8022,3240.2974,3242.0503,3245.2551,3232.598,3208.301,3240.3376,3268.4011,3248.408,3285.2695,3318.3533,3354.6763,3385.3635,3355.1982,3371.0613,3363.9448,3367.4001,3387.919,3395.817,3367.6614,3362.62
2022-01-13,3381.777,3344.013,3344.013,3325.077,3343.161,3332.42,3343.5828,3345.6628,3349.8254,3360.431,3372.735,3356.778,3352.9429,3367.9326,3384.0325,3363.4734,3307.268,3295.2827,3288.7295,3269.3967,3271.924,3268.0527,3274.8418,3246.247
2022-01-14,3232.7473,3232.7473,3250.2085,3250.2085,3275.7236,3285.9011,3304.4595,3291.4263,3265.5554,3263.6702,3253.1526,3220.0251,3210.9885,3209.7864,3226.1658,3284.1428,3268.9946,3296.051,3276.3945,3295.3872,3302.5662,3301.8135,3301.8135,3315.2358
2022-01-15,3317.779,3301.3586,3318.6194,3320.1885,3302.153,3316.0789,3317.0635,3320.4897,3320.5425,3332.1155,3335.4402,3316.4426,3316.3333,3289.5261,3310.4688,3351.0994,3368.4172,3368.4172,3348.599,3348.599,3364.099,3350.8982,3329.5195,3329.4663
2022-01-16,3328.554,3328.554,3316.8499,3318.1868,3320.943,3324.6392,3305.417,3336.6807,3317.8188,3317.8188,3333.3215,3304.4495,3319.7373,3325.0247,3345.9058,3361.5227,3361.5276,3385.8987,3347.373,3345.5613,3316.04,3336.7925,3337.113,3353.1487
2022-01-17,3339.1,3328.3945,3316.9646,3327.177,3276.0088,3253.3096,3266.8801,3285.2043,3273.87,3278.759,3261.1897,3276.6248,3253.2292,3259.0173,3277.611,3249.9736,3232.34,3219.479,3200.4197,3219.6118,3224.2551,3204.99,3154.1497,3192.5784
2022-01-18,3222.7754,3239.2058,3215.5266,3208.542,3179.3462,3179.3462,3185.0867,3206.253,3181.0447,3149.3906,3176.1,3171.7583,3177.3005,3147.51,3126.951,3125.2195,3113.7197,3120.4614,3095.7302,3112.986,3113.3323,3123.1877,3172.7034,3170.3406
2022-01-19,3155.4553,3144.9597,3156.1074,3146.8394,3146.8394,3146.8394,3092.5933,3089.9426,3066.9668,3070.0764,3071.439,3079.9985,3125.888,3137.1829,3115.579,3140.5356,3114.6091,3108.0652,3138.662,3124.094,3117.2236,3122.5586,3125.661,3128.9243
2022-01-20,3106.3308,3101.9307,3118.211,3118.211,3131.5952,3117.7112,3133.5671,3149.962,3131.9456,3121.914,3148.6833,3149.8965,3136.055,3149.0183,3184.0095,3224.518,3269.2915,3239.4458,3227.1306,3211.1895,3215.5613,3185.0156,3073.679,3043.273
2022-01-21,3005.2988,3011.4678,2905.6978,2900.8389,2837.3225,2857.5293,2854.9695,2853.8508,2894.531,2877.8896,2870.6755,2863.0002,2848.337,2786.2449,2790.5225,2787.5127,2824.7878,2810.183,2785.79,2765.713,2741.1738,2751.8887,2619.765,2529.7124
2022-01-22,2581.7202,2585.9475,2592.5872,2610.377,2570.6968,2554.2751,2469.953,2513.283,2479.8723,2466.2354,2382.5874,2439.205,2424.5369,2477.985,2456.9656,2427.0833,2391.6577,2421.6235,2371.665,2327.5935,2327.1711,2423.4473,2439.832,2368.9316
2022-01-23,2417.4453,2447.607,2439.553,2391.041,2417.7373,2425.0159,2457.2434,2468.3643,2483.3506,2522.208,2520.0461,2521.0757,2493.6025,2495.0466,2511.7996,2427.3113,2435.6292,2435.3665,2429.9883,2404.1929,2376.0435,2410.148,2421.8977,2455.9365
2022-01-24,2527.9846,2486.7744,2452.1455,2437.534,2469.8235,2427.4248,2450.3743,2434.4944,2383.3796,2375.4392,2344.548,2225.608,2231.9885,2199.312,2178.4937,2204.258,2268.0432,2242.8333,2347.197,2397.6392,2384.3813,2458.27,2438.1946,2429.8054
2022-01-25,2432.6436,2402.2244,2394.398,2413.3718,2405.1213,2390.549,2396.807,2364.1416,2387.5461,2386.0747,2435.9666,2435.9346,2433.3157,2438.9338,2433.0466,2390.5552,2432.0671,2436.0168,2480.8706,2486.4011,2463.6533,2434.249,2424.627,2440.1997
2022-01-26,2449.2664,2431.075,2450.015,2446.4177,2468.8765,2502.5159,2475.7515,2458.843,2469.1228,2491.9229,2479.8289,2522.268,2533.438,2530.1018,2633.9817,2650.1719,2610.6865,2619.1848,2588.9304,2616.3923,2570.5898,2524.4373,2410.9236,2453.6428
2022-01-27,2455.212,2478.115,2387.6328,2397.5857,2375.7542,2396.322,2378.8135,2402.9314,2403.3455,2429.4087,2449.8167,2435.93,2463.3093,2467.375,2493.2393,2488.6355,2481.635,2466.0881,2435.6648,2439.7551,2408.2197,2338.0762,2352.6653,2397.6267
2022-01-28,2434.8113,2436.4941,2401.962,2403.3577,2452.5508,2443.6953,2458.6199,2420.3323,2389.8208,2405.7864,2399.8745,2388.127,2396.109,2377.6726,2435.0647,2405.1736,2449.8586,2482.3328,2465.8762,2477.5466,2464.0276,2519.2498,2549.5886,2518.6975
2022-01-29,2558.514,2570.2004,2528.8,2536.6345,2545.4094,2536.688,2539.7178,2549.7952,2571.4785,2552.6106,2555.0046,2555.0046,2559.9197,2571.0305,2591.1687,2534.1562,2534.4905,2561.5234,2575.535,2602.3713,2589.9329,2608.9353,2615.1729,2592.3682
2022-01-30,2606.8042,2581.2708,2585.492,2587.512,2578.203,2592.5754,2611.4014,2620.724,2608.5237,2616.1174,2600.5044,2627.582,2627.0952,2609.7158,2605.5276,2605.8953,2620.253,2592.8987,2621.893,2594.0054,2552.9333,2577.1196,2554.7148,2584.7766
2022-01-31,2599.7302,2551.55,2521.5989,2503.4172,2502.0513,2504.0554,2511.7107,2517.8894,2535.7913,2535.8235,2546.6765,2539.148,2569.4065,2528.9585,2569.3828,2587.0234,2632.52,2690.129,2691.735,2696.329,2682.3171,2677.5862,2695.4019,2680.4612
2022-02-01,2677.6223,2698.7483,2679.9685,2717.8462,2757.362,2736.5498,2734.2512,2741.5078,2746.4575,2784.7056,2727.6582,2745.7383,2773.2107,2789.4568,2789.7407,2761.0046,2773.9045,2794.0417,2785.9983,2765.8442,2772.0247,2790.2444,2801.8723,2795.1682
2022-02-02,2786.0146,2766.899,2746.633,2779.651,2777.6196,2756.2236,2769.193,2745.3503,2762.6638,2765.6553,2765.6553,2758.8337,2773.884,2793.9187,2772.458,2702.1218,2658.8843,2676.4802,2686.5469,2689.6558,2701.438,2716.0232,2662.3694,2676.637
2022-02-03,2692.0798,2695.8022,2690.8174,2676.5486,2654.1926,2650.005,2647.7034,2656.92,2679.172,2661.4456,2620.184,2587.2146,2607.6824,2618.4624,2616.0513,2610.2224,2641.1167,2613.4783,2612.1145,2620.3347,2592.847,2600.6821,2656.0596,2665.9443
2022-02-04,2699.3982,2679.6812,2691.2048,2691.2048,2683.9932,2696.2256,2775.7378,2789.7573,2816.1401,2828.5522,2859.1338,2842.717,2844.4888,2851.974,2772.2012,2837.7417,2883.2637,2945.7532,2965.4583,2940.9236,2964.9453,2947.4229,2942.5063,2961.5627
2022-02-05,2974.8857,2992.5571,2982.9827,2991.0337,3004.438,3026.6365,3037.104,3006.495,3018.754,3014.2046,3033.6833,3029.3247,3002.3252,3023.3806,3011.9788,3018.318,3039.6147,3000.8123,3022.264,3007.2856,3007.1934,3022.2979,3032.0696,3017.5908
2022-02-06,3029.253,3029.9133,3034.171,3013.1616,3010.2527,3018.9585,3005.726,2997.3586,3001.908,3001.0308,3019.0315,3003.5195,3000.7178,3017.8975,3020.6973,2973.4165,2976.4253,3004.9805,2987.777,2999.4595,3002.6133,2996.4875,3004.2935,3009.4526
2022-02-07,3052.7102,2996.8198,3036.6428,3058.8662,3076.8672,3093.5903,3110.349,3101.5767,3071.0935,3069.0693,3072.5303,3081.1724,3060.9685,3087.2551,3096.8547,3129.5786,3129.738,3121.2883,3154.2085,3170.7607,3167.7397,3156.402,3154.2305,3159.8674
2022-02-08,3138.8396,3140.363,3155.2507,3136.8872,3152.806,3167.4329,3198.8992,3174.3186,3163.153,3099.112,3090.0183,3118.0515,3093.9365,3075.2783,3092.8213,3071.4465,3083.8435,3041.3557,3057.2192,3050.348,3056.8682,3123.6306,3106.1404,3120.0525
2022-02-09,3117.9924,3113.8188,3101.5032,3063.5256,3086.701,3072.7878,3107.566,3086.9863,3113.8142,3101.687,3115.696,3124.1152,3159.7263,3196.4263,3182.0867,3189.7332,3190.0837,3215.0017,3197.448,3212.0176,3261.747,3251.0823,3237.4558,3256.081
2022-02-10,3233.9814,3214.4404,3208.6172,3189.9792,3161.911,3160.1487,3178.4897,3191.1055,3197.6458,3188.3804,3220.0154,3243.452,3261.1555,3255.7097,3125.3643,3176.1882,3220.535,3229.2073,3218.494,3187.433,3118.8525,3099.7725,3107.595,3105.0583
2022-02-11,3061.9785,3044.884,3050.8496,3063.5476,3086.0117,3056.9282,3064.634,3081.3142,3109.797,3071.6243,3092.327,3096.5234,3086.7844,3095.3533,3128.342,3108.321,3097.9697,3100.4329,3073.9397,3004.1904,2982.7007,2916.484,2922.315,2901.4155
2022-02-12,2919.558,2934.2969,2957.0981,2942.2463,2924.109,2931.9292,2921.351,2917.1047,2926.6443,2926.6443,2922.8057,2911.53,2934.4526,2903.699,2912.2148,2899.2222,2870.4814,2939.1448,2943.9954,2977.479,2950.3516,2966.5996,2887.106,2919.3865
2022-02-13,2902.0156,2928.3618,2918.079,2930.023,2909.2407,2903.6514,2920.4878,2920.4878,2928.076,2929.8997,2911.2295,2936.8962,2926.9465,2931.704,2951.3176,2936.661,2918.4546,2878.2898,2896.147,2860.516,2862.5515,2905.4656,2894.1177,2889.706
2022-02-14,2869.9468,2878.0022,2855.4497,2842.8318,2842.8318,2870.3098,2847.7944,2876.7925,2886.5203,2857.7712,2852.0088,2875.5078,2860.492,2931.0356,2946.874,2934.8625,2942.9326,2946.4272,2934.7349,2908.151,2872.3408,2904.4202,2921.2314,2944.1484
2022-02-15,2927.2236,2933.1318,3025.7617,3038.5474,3020.7852,3010.2478,3027.9028,3044.1655,3044.7131,3089.9995,3099.7883,3094.735,3093.663,3115.0557,3129.469,3118.2861,3131.0513,3108.269,3107.1355,3122.642,3102.7808,3101.4043,3112.497,3144.254
2022-02-16,3174.537,3155.524,3134.178,3158.9814,3131.8506,3127.3835,3137.637,3129.258,3151.576,3138.3235,3128.9307,3137.1729,3143.5195,3111.9668,3065.1228,3073.4336,3056.4475,3056.4475,3088.0364,3099.7197,3174.66,3149.3564,3128.4922,3154.9597
2022-02-17,3120.5034,3153.961,3135.4888,3119.2957,3085.1963,3057.1091,3077.0076,3083.0212,3111.868,3070.5845,3066.3594,3042.892,3070.0479,3058.056,3012.3323,2988.1477,2992.8218,2970.972,2941.58,2905.8708,2897.1492,2911.9941,2899.199,2881.996
